Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
450994522072667,Vikash Singh Bhole,These ads ran without a disclaimer,≤100,1
180766231785635,Birbhum Canvas,These ads ran without a disclaimer,≤100,1
221335364394313,Dr. Puneet Goel Keshav,Dr. Puneet Goel Keshav,≤100,4
191982447339507,Ayansh Homes,These ads ran without a disclaimer,≤100,2
156900577505296,DrAshok Patel,SPTM Media,≤100,1
105305192374365,Ek News24,Ek News24,≤100,1
1834369746850103,Ankit Bansal,Ankit Bansal,≤100,1
1417479004941768,Imran Hussain,Imran Hussain,≤100,1
388015574394037,Wings Convention Centre,Wings Convention Centre,≤100,1
100307808451377,Ankur Raj Tiwari,Janmat Consulting,≤100,1
102726966115732,Soumen Haldar,These ads ran without a disclaimer,≤100,1
116997354325105,Wg Cdr Anuma Acharya,Wg Cdr Anuma Acharya,≤100,1
102732932485039,technotreon,These ads ran without a disclaimer,≤100,1
103125628674152,Dushyant Raj Singh Chundawat Chittorgarh,Dushyant Raj Singh Chundawat Chittorgarh,≤100,1
127114873623527,Surendra Singh,Surendra Singh,≤100,1
1427017750928273,WP News Print,WP News Print,≤100,1
989090571278347,Suraj Kero,Suraj Kero,≤100,1
1053679008002022,VIPAN SOOD - KAKA,VIPAN SOOD - KAKA,≤100,1
535227609681219,Shahnawaz Cherkunnath Cherpulassery,These ads ran without a disclaimer,≤100,1
112753291325065,Chander Bhan Chauhan,Chander Bhan Chauhan,≤100,2
1039974236031466,Ashok Kumar Singh,Ashok Kumar Singh,≤100,1
454404264420706,Sarvesh Rattan,Sarvesh Rattan,≤100,1
137492416121138,Guddi Colors,Digitaholic India,≤100,1
217834113597167,Kamal Art Gallery,Kamal Art Gallery,≤100,1
1461049490786884,Hansraj Patel Kotputli,Hansraj PATEL Kotputli,≤100,1
0,Instagram User 2372373655,These ads ran without a disclaimer,≤100,1
105232435386067,Jitendra Mishra,Jitendra Mishra,≤100,5
596530183545418,Anjali Enterprises,These ads ran without a disclaimer,≤100,1
100965288189780,RDR Bharat,RDR Bharat,≤100,2
209354569866893,Sunil Sansanwal,Sunil Sansanwal,≤100,1
368525189681733,Amit Kumar Mishra,Mishra Infotech,≤100,1
0,Instagram User 6544473352,These ads ran without a disclaimer,≤100,1
107793269086358,mudara loans apply,These ads ran without a disclaimer,≤100,1
455309980990728,Rakesh Singh Bisht,These ads ran without a disclaimer,≤100,1
111004218258264,Golden palace marriage hall,These ads ran without a disclaimer,≤100,1
105469468879273,Nihal Abedin Joy,These ads ran without a disclaimer,≤100,1
642379895821472,Neelam Sharma Ambala,Neelam Sharma Ambala,≤100,2
487786391092100,Vashikaran Samadhan,These ads ran without a disclaimer,≤100,1
257317800792255,Office of Anagani SatyaPrasad,Office of Anagani SatyaPrasad,≤100,1
103523852224503,Harendra Shriwas,Harendra Shriwas,≤100,2
2017235448549095,Gaurav Gautam,Gaurav Gautam,≤100,2
297852046738986,Pushpendra Pratap Singh,These ads ran without a disclaimer,≤100,1
716085012115556,Today Bhaskar,Today Bhaskar,≤100,1
844476568919827,Santosh Manjayya Shetty,Santosh Manjayya Shetty,≤100,2
0,Instagram User 3579635900,These ads ran without a disclaimer,≤100,1
224163281073368,BJP Arunachal Pradesh,Bharatiya Janata Party (BJP),≤100,1
100115786349139,Kundan Kumar Paswan,Kundan Kumar Paswan,≤100,1
591102900749584,Hareesh The Best Academy,These ads ran without a disclaimer,≤100,1
102936805952314,Sanjeev Mishra,These ads ran without a disclaimer,≤100,1
223954404698374,Rajesh Kumar Yadav,Rajesh Kumar Yadav,≤100,4
101153154801927,Go green save earth,These ads ran without a disclaimer,≤100,1
104461812699982,श्रेयांश सिंह,These ads ran without a disclaimer,≤100,1
101495949492393,Vikas Budania,Vikas Budania,≤100,1
109221765323047,Paresh Vaghasiya,These ads ran without a disclaimer,≤100,1
21169267101,Give,These ads ran without a disclaimer,≤100,1
101438336329582,Dastak Book,Dastak Book,≤100,1
153033271223532,Mukesh Srivastava Ex Mla,Mukesh Srivastava Ex Mla,≤100,1
417642701434232,Rajeev Ranjan Singh,INDOFAST,≤100,1
313737751830269,Umed Singh,These ads ran without a disclaimer,≤100,1
104858629125379,"Shivsena, Pune - शिवसेना, पुणे","Shivsena, Pune - शिवसेना, पुणे",≤100,1
226224543897699,Aditya Nandan Singh,Aditya Nandan Singh,≤100,1
1892883461020853,Bihar District News,These ads ran without a disclaimer,≤100,1
101934341160333,प्रमोद नाना भानगिरे - Pramod Nana Bhangire,प्रमोद नाना भानगिरे - Pramod Nana Bhangire,≤100,2
1693950794190266,Sant Buchi Jee Dham,These ads ran without a disclaimer,≤100,1
101530561535324,Manju Sharma,Manju Sharma,≤100,1
104423524661305,Keya Ghosh,Keya Ghosh,≤100,1
519250151270076,Dr Dipen Agrawal,Dr Dipen Agrawal,≤100,2
113743335073868,Laik Ahmed,Laik Ahmed,≤100,1
100839128450151,Amisha Chawla,Amisha Chawla,≤100,1
1537168819849714,Rajesh Sambhaji Pawar,Rajesh Sambhaji Pawar,≤100,3
133551413175215,Mir Roshan Ali,Mir Roshan Ali,≤100,3
422080857663668,Samajwadi Party Office Unnao,Samajwadi Party Office Unnao,≤100,2
101293312172207,Adv Vinita Surendra Pathak,Adv Vinita Surendra Pathak,≤100,1
555009411337356,Sanjeev Goel,Sanjeev Goel,≤100,1
361691194687436,Umesh Sharma,Book My Promo,≤100,1
245675895557121,Pawan Goyal,Pawan Goyal,≤100,1
561218127081641,Ayushi Sindhu,Globe Modular Interiors,≤100,2
230380953493948,Vickram Khurana,These ads ran without a disclaimer,≤100,1
387887744402635,Gau Gyan World,These ads ran without a disclaimer,≤100,1
292954404384524,Gajendra Singh Patel,Gajendra Singh Patel,≤100,2
179354555264580,Suresh Bagewadi,These ads ran without a disclaimer,≤100,1
110745147064010,Ambala Update,Ambala Update,≤100,1
0,Instagram User 2864281610,These ads ran without a disclaimer,≤100,1
299052069949457,Geetansh Pandya,These ads ran without a disclaimer,≤100,1
306974595842358,Punjab bolda,These ads ran without a disclaimer,≤100,1
280969905100001,Bharath Tirupathi,Bharath Tirupathi,≤100,1
344083872120222,Pardeep Sangwan Bjp,Pardeep Sangwan Bjp,≤100,1
105291110825687,Dr. Chandan Yadav,Dr. Chandan Yadav,≤100,1
206108429520705,Anand Tripathi,Anand Tripathi,≤100,1
126385930384448,National Times TV,National Times TV,≤100,1
100215708751901,Rahul Shivganesh Lodhi MLA,Rahul Shivganesh Lodhi MLA,≤100,3
167342450557100,Sultan Singh Shekhawat,Sultan Singh Shekhawat,≤100,23
113473093697282,Kiran G. Shikhare,Kiran G. Shikhare,≤100,2
105999155405710,Pandit Avadh Sharma,Pandit Avadh Sharma,≤100,1
408992348971681,Kavvinder Istwal,Kavvinder Istwal,≤100,1
445149858686884,Skinhealth,These ads ran without a disclaimer,≤100,1
0,Instagram User 8220269076,These ads ran without a disclaimer,≤100,1
103622348327178,ஆலடி எழில்வாணன்,ஆலடி எழில்வாணன்,≤100,1
103782929032040,कृष्ण देव वर्मा ग्वास अयोध्या,SPTM Media,≤100,1
572807172588489,WhatsApp Business 2377423998,These ads ran without a disclaimer,≤100,1
104864838435574,Defining Media Moves,Defining Media Moves,≤100,1
103269802271808,Neelam Ahlawat Chairperson,Neelam Ahlawat Chairperson,≤100,1
441671025691675,Explicit News-অসম,These ads ran without a disclaimer,≤100,1
678803825664159,Kanta Sonwal,Kanta Sonwal,≤100,1
600542266472272,Sardar Verma,These ads ran without a disclaimer,≤100,1
103149174767195,Sahu Nitin Abhishek,Sahu Nitin Abhishek,≤100,1
110730008542280,lawstreetj,These ads ran without a disclaimer,≤100,1
153500061176153,Satya Hunkar News,Satya Hunkar News,≤100,1
1160879470737318,Jan Manch,Jan Manch,≤100,1
1716214961979807,Dr Sarvesh S Joshi,Dr Sarvesh S Joshi,≤100,1
110325847504209,Namaste Bharat News नमस्ते भारत न्यूज़,Namaste Bharat News नमस्ते भारत न्यूज़,≤100,1
380919131775498,dineshsankar_official,These ads ran without a disclaimer,≤100,1
298345316704030,Babu Jaseer,These ads ran without a disclaimer,≤100,1
745732168802118,Rakesh Prasad,Rakesh Prasad,≤100,3
491867907340569,भेड़िया,These ads ran without a disclaimer,≤100,1
436186999587771,Tikam Chand Jat,Tikam Chand Jat,≤100,1
112287573543037,The Singrauli,The Singrauli,≤100,1
20665390582,Medical Aid for Palestinians,These ads ran without a disclaimer,≤100,1
1426855280946310,We tv News,We tv News,≤100,1
510593085470805,SolarBee -  Odisha,These ads ran without a disclaimer,≤100,1
105470581947114,Khanzar Sutra,ImageCraft Consulting,≤100,1
401163857082250,FIB TV,These ads ran without a disclaimer,≤100,1
116019843555629,राम दिनेश यादव संदेश विधानसभा,Guiderbrothers Services Pvt. Ltd.,≤100,1
431454157629297,Mukesh Ahlawat,Mukesh Ahlawat,≤100,1
599946013372825,Atul Bhosale,Atul Bhosale,≤100,3
1630860627156993,United News of India - UNI,United News of India - UNI,≤100,1
2049881171922369,Thota Pavan,These ads ran without a disclaimer,≤100,1
109361417879538,Swapnil Makude,Swapnil Makude,≤100,1
556231044901516,Bharat Multispeciality Hospital Sardarshahar,These ads ran without a disclaimer,≤100,1
310205845661847,"Bhubaneswar Television production, BTv","Bhubaneswar Television production, BTv",≤100,1
101651882703780,REN FU Safety Protection,These ads ran without a disclaimer,≤100,1
478679351993587,Journalist Himesh Vitthariya,Journalist Himesh Vitthariya,≤100,1
280694568452631,Logistics Shakti,These ads ran without a disclaimer,≤100,1
397015436839183,LIC Insurance Hub,These ads ran without a disclaimer,≤100,1
101449671496773,Sadbhawna Paati News - Indore News in Hindi,These ads ran without a disclaimer,≤100,1
666624666524059,The Clean Water Challenge,These ads ran without a disclaimer,≤100,1
520084401199416,श्री आप्पा मेनकुदळे,These ads ran without a disclaimer,≤100,1
101008368044874,Dr.Amanpreet Singh Brar,Dr.Amanpreet Singh Brar,≤100,1
153896938152738,Dr Rutvij Patel,Dr Rutvij Patel,≤100,6
126792483655714,WhatsApp Business 2658467807,These ads ran without a disclaimer,≤100,1
784182298307797,"Revenue and Land Reforms Dept, Govt. of Bihar","Revenue and Land Reforms Dept, Govt. of Bihar",≤100,1
579214022173410,Rathindra Bose,Rathindra Bose,≤100,1
111601405108826,Pavan Solanki,These ads ran without a disclaimer,≤100,1
242758526666161,Mahipal Mahla - महिपाल महला,Mahipal Mahla - महिपाल महला,≤100,1
694622163885355,Devender singh babli,Devender singh babli,≤100,1
1461614334149195,Ram kailash sah,Ram kailash sah,≤100,1
536784006186410,Caroline Eddy 65,These ads ran without a disclaimer,≤100,1
1446657182259724,Mangesh Kudalkar - मंगेश कुडाळकर,Mangesh Kudalkar - मंगेश कुडाळकर,≤100,1
111572753913572,Maratha Seva Sangh - मराठा सेवा संघ,Maratha Seva Sangh - मराठा सेवा संघ,≤100,1
365852659950766,BSG Solar Eco Energy Pvt. Ltd,These ads ran without a disclaimer,≤100,1
131901569999333,Kya BAL Uttarakhand - क्या बल उत्तराखंड,Kya BAL Uttarakhand - क्या बल उत्तराखंड,≤100,6
359372134516908,Sumit Sharma,Sumit Sharma,≤100,2
0,Instagram User 3877871973,These ads ran without a disclaimer,≤100,1
105433322601503,Sunil Yadav Shrimadhopur,These ads ran without a disclaimer,≤100,1
1416531055267127,Hemant Katare,Hemant Katare,≤100,1
116460311412958,Dinesh Kumar Ranga,Dinesh Kumar Ranga,≤100,1
469477456259474,Sachet Jain,Sachet Jain,≤100,1
107005908599874,Namo Gurukul Public School,These ads ran without a disclaimer,≤100,1
307617376404267,Stone Reflection Media & Venture,Stone Reflection Media & Venture,≤100,1
112249355004144,Sandeep Deshwal,Sandeep Deshwal,≤100,1
594740580388066,ABU YUSUF,These ads ran without a disclaimer,≤100,1
206621716493057,Sunil Singhi,Sunil Singhi,≤100,1
117191197923064,BNN Benipatti,Easy Social,≤100,1
513104011883418,Bala Shinde,bala shinde,≤100,3
2290605970997438,Param Sachin Shaleen,Mr. Sachin Mehta : Motivational Speaker,≤100,1
147409651793047,USI Party- Delhi,United States of India Party,≤100,1
783166681717678,Mahesh kashyap,KK Digital Services,≤100,1
111831900373212,Mayur Boorgohaain,Mayur Boorgohaain,≤100,1
197944026726411,पलवल की एक्सप्रेस न्यूज,पलवल की एक्सप्रेस न्यूज,≤100,1
422473324292273,Shaheen Shams,Policy Briefcase,≤100,1
104643522306634,भाई विजय प्रताप सिंह फौजी भैया,भाई विजय प्रताप सिंह फौजी भैया,≤100,1
233743967028820,Purandar Mishra,Purandar Mishra,≤100,1
2207807029498112,Ravi Khatik IYC,Ravi Khatik IYC,≤100,1
274769536281422,Vishal Thacker,Vishal Thacker,≤100,1
109198704006854,Devender Chaterbhuj Attri,Devender Chaterbhuj Attri,≤100,1
311836735342128,Anugrah Narayan Singh - Khokha Singh,Samajwadi Party,≤100,1
112831070490386,Virender Mehta,Virender Mehta,≤100,2
122104700558000762,Patrick Adelman Broccoli,These ads ran without a disclaimer,≤100,1
106232502578977,Justin Danielle Goff,These ads ran without a disclaimer,≤100,1
110288125504621,Tilley Cox Bryce,These ads ran without a disclaimer,≤100,1
213731531830370,क्षत्रिय रघुवीर सिंहराणा चंदोखा,These ads ran without a disclaimer,≤100,1
534457023089555,Tuston Mathu 299,These ads ran without a disclaimer,≤100,1
109787668867643,Wellness Balance,These ads ran without a disclaimer,≤100,1
100326641749318,Parveen Udaan,Parveen Udaan,≤100,1
353934694478781,Khabar First,Khabar First,≤100,1
132309676835568,Lokmat,Lokmat,≤100,1
360498773808089,Energy & Vitality Hub,These ads ran without a disclaimer,≤100,1
100725756139505,Sylheti Language - ꠍꠤꠟꠐꠤ ꠝꠣꠔ Syloti Maath,These ads ran without a disclaimer,≤100,1
115224041486908,KouFoi,These ads ran without a disclaimer,≤100,2
546137185257675,Unidad para el Desarrollo de Orán,These ads ran without a disclaimer,≤100,1
196586557019555,CPA Australia,These ads ran without a disclaimer,≤100,1
122105060288001334,Sean Gracie Blumm,These ads ran without a disclaimer,≤100,1
585051518032492,Health Care and More,These ads ran without a disclaimer,≤100,1
293642850490225,Shree Shrinivas Vidhya Vihar,Shree Shrinivas Vidhya Vihar,≤100,1
